<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SNW-TDG;D;06/09/21;00:00;88.8900000;88.8900000;87.2700000;87.9000000;5963
SNW-TDG;D;07/09/21;00:00;87.9400000;87.9400000;86.6900000;87.0800000;8511
SNW-TDG;D;08/09/21;00:00;87.2900000;87.2900000;84.5900000;85.0800000;15575
SNW-TDG;D;09/09/21;00:00;84.8500000;84.8500000;82.8900000;83.3100000;13937
SNW-TDG;D;10/09/21;00:00;83.7100000;83.7900000;81.6400000;82.2300000;16502
