"ID";"global_id";"District";"Month";"Year";"CurrentQuantityUPD";"CurrentAveragePaymentUPD";"DebtQuantityUPD";"DebtAveragePaymentUPD";
"1";"171563455";"район Арбат";"Март";"2016";"8340";"4421.98";"1444";"4396.35";
"2";"171563456";"Басманный район";"Март";"2016";"35768";"4159.37";"3760";"2710.66";
"3";"171563457";"район Замоскворечье";"Март";"2016";"17553";"3695.76";"3850";"1711.61";
"4";"171563458";"Красносельский район";"Март";"2016";"13052";"4099.45";"1390";"3830.06";
"5";"171563459";"Мещанский район";"Март";"2016";"19308";"3961.91";"1996";"1752.96";
"6";"171563460";"Пресненский район";"Март";"2016";"44786";"3986.23";"6182";"2819.01";
"7";"171563461";"Таганский район";"Март";"2016";"41181";"3911.59";"5008";"2598.88";
"8";"171563462";"Тверской район";"Март";"2016";"26097";"4170.2";"3069";"5298.64";
"9";"171563463";"район Хамовники";"Март";"2016";"31080";"4269.9";"5033";"2972.76";
"10";"171563464";"район Якиманка";"Март";"2016";"7768";"4293.34";"1074";"2021.52";
"11";"171563465";"район Аэропорт";"Март";"2016";"24475";"3451.35";"11379";"1112.01";
"12";"171563466";"район Беговой";"Март";"2016";"13701";"3801.03";"3668";"1455.77";
"13";"171563467";"Бескудниковский район";"Март";"2016";"27709";"3593.48";"4935";"2008.23";
"14";"171563468";"Войковский район";"Март";"2016";"26178";"3421.59";"7456";"1554.83";
"15";"171563469";"район Восточное Дегунино";"Март";"2016";"29217";"3294.79";"5587";"1038.87";
"16";"171563470";"Головинский район";"Март";"2016";"36713";"3351.57";"12114";"1357.23";
"17";"171563471";"Дмитровский район";"Март";"2016";"29159";"3525.57";"6587";"1489.52";
"18";"171563472";"район Западное Дегунино";"Март";"2016";"27367";"3424.03";"6827";"1092.57";
"19";"171563473";"район Коптево";"Март";"2016";"35890";"3534.57";"7695";"1845.93";
"20";"171563474";"район Левобережный";"Март";"2016";"19130";"3286.6";"7953";"983.41";
"21";"171563475";"Савёловский район";"Март";"2016";"21906";"3595.72";"5353";"2247.65";
"22";"171563476";"район Сокол";"Март";"2016";"17788";"3887.42";"7601";"1249.33";
"23";"171563477";"Тимирязевский район";"Март";"2016";"27453";"3501.9";"5922";"1346.13";
"24";"171563478";"район Ховрино";"Март";"2016";"30927";"3436.56";"14912";"765.82";
"25";"171563479";"Хорошёвский район";"Март";"2016";"23820";"3697.97";"7978";"1602.88";
"26";"171563480";"Молжаниновский район";"Март";"2016";"37";"1128.07";"20";"893.91";
"27";"171563481";"Бабушкинский район";"Март";"2016";"28217";"3684.43";"3512";"1421.67";
"28";"171563482";"район Южное Медведково";"Март";"2016";"26674";"3681.18";"3446";"1769.39";
"29";"171563483";"район Марьина Роща";"Март";"2016";"20534";"3605.69";"4535";"1603.88";
"30";"171563484";"район Свиблово";"Март";"2016";"20683";"3656.6";"2169";"3141.5";
"31";"171563485";"Алтуфьевский район";"Март";"2016";"16286";"3589.23";"4126";"1813.08";
"32";"171563486";"район Ростокино";"Март";"2016";"13748";"3581.33";"2303";"1738.6";
"33";"171563487";"Лосиноостровский район";"Март";"2016";"28479";"3497.36";"10830";"655.91";
"34";"171563488";"район Бибирево";"Март";"2016";"48446";"3846.85";"2366";"4057.29";
"35";"171563489";"Бутырский район";"Март";"2016";"20511";"3902.07";"391";"10576.53";
"36";"171563490";"район Марфино";"Март";"2016";"14013";"2607.4";"4835";"710.1";
"37";"171563491";"Останкинский район";"Март";"2016";"20381";"3769.44";"5020";"1512.83";
"38";"171563492";"район Северный";"Март";"2016";"10653";"4173.74";"1790";"2202.48";
"39";"171563493";"район Лианозово";"Март";"2016";"27091";"3932.19";"2142";"5317.02";
"40";"171563494";"Ярославский район";"Март";"2016";"26817";"3298.38";"3462";"1762.58";
"41";"171563495";"район Северное Медведково";"Март";"2016";"38837";"3812.34";"9480";"992.43";
"42";"171563496";"Алексеевский район";"Март";"2016";"25609";"3602.29";"3196";"1411.28";
"43";"171563497";"район Отрадное";"Март";"2016";"57348";"3738.73";"8071";"1845.46";
"44";"171563498";"район Богородское";"Март";"2016";"41010";"3482.43";"6383";"1758.91";
"45";"171563499";"район Вешняки";"Март";"2016";"23290";"3595.76";"4120";"1244.43";
"46";"171563500";"район Восточное Измайлово";"Март";"2016";"58141";"3671.21";"1858";"3072.57";
"47";"171563501";"район Гольяново";"Март";"2016";"40876";"3699.59";"4596";"3033.01";
"48";"171563502";"район Ивановское";"Март";"2016";"35979";"3754.45";"4584";"1288.34";
"49";"171563503";"район Измайлово";"Март";"2016";"33546";"3745";"3860";"2002.27";
"50";"171563504";"район Косино-Ухтомский";"Март";"2016";"28678";"3993.08";"2903";"3125.92";
"51";"171563505";"район Метрогородок";"Март";"2016";"26033";"3496.46";"1341";"3542.57";
"52";"171563506";"район Новогиреево";"Март";"2016";"12646";"2957.65";"3697";"1396.76";
"53";"171563507";"район Новокосино";"Март";"2016";"4201";"4354.14";"2294";"3173.96";
"54";"171563508";"район Перово";"Март";"2016";"24499";"3810.2";"2900";"3205.57";
"55";"171563509";"район Преображенское";"Март";"2016";"46731";"3664.61";"2960";"1310.31";
"56";"171563510";"район Восточный";"Март";"2016";"33509";"3779.27";"260";"2030.28";
"57";"171563511";"район Северное Измайлово";"Март";"2016";"30908";"3293.64";"4055";"1152.19";
"58";"171563512";"район Соколиная Гора";"Март";"2016";"37504";"3632.79";"3482";"2505.71";
"59";"171563513";"район Сокольники";"Март";"2016";"19045";"3595.29";"1958";"2512.64";
"60";"171563514";"район Выхино-Жулебино";"Март";"2016";"32965";"3919.37";"14433";"1230.44";
"61";"171563515";"район Капотня";"Март";"2016";"8708";"3438.89";"1701";"933.85";
"62";"171563516";"район Кузьминки";"Март";"2016";"48697";"3509.87";"6612";"1783.12";
"63";"171563517";"район Лефортово";"Март";"2016";"24008";"3716.21";"5263";"1859.44";
"64";"171563518";"район Люблино";"Март";"2016";"57068";"4086.01";"9401";"862.31";
"65";"171563519";"район Марьино";"Март";"2016";"78084";"4314.3";"5534";"3999.56";
"66";"171563520";"Нижегородский район";"Март";"2016";"13734";"3662.19";"6460";"1262.56";
"67";"171563521";"район Печатники";"Март";"2016";"28327";"3269.8";"3281";"1704.49";
"68";"171563522";"район Некрасовка";"Март";"2016";"21683";"3713.81";"6463";"1705.89";
"69";"171563523";"Рязанский район";"Март";"2016";"36961";"3241.81";"7483";"1650.85";
"70";"171563524";"район Текстильщики";"Март";"2016";"32218";"3502.68";"3936";"2467.88";
"71";"171563525";"Южнопортовый район";"Март";"2016";"25102";"3842.62";"2753";"2924.18";
"72";"171563526";"район Бирюлёво Восточное";"Март";"2016";"48802";"3489.69";"9812";"1934.13";
"73";"171563527";"район Бирюлёво Западное";"Март";"2016";"25272";"3587.3";"1938";"2579.57";
"74";"171563528";"район Братеево";"Март";"2016";"29166";"3864.87";"117";"63450.5";
"75";"171563529";"Даниловский район";"Март";"2016";"30321";"3966.38";"2549";"4786.91";
"76";"171563530";"Донской район";"Март";"2016";"16024";"3718.84";"3001";"2428.03";
"77";"171563531";"район Зябликово";"Март";"2016";"31768";"3691.88";"0";"0";
"78";"171563532";"район Москворечье-Сабурово";"Март";"2016";"23152";"3644.04";"3462";"2623.8";
"79";"171563533";"район Нагатино-Садовники";"Март";"2016";"25208";"3568.4";"2435";"3029.96";
"80";"171563534";"район Нагатинский Затон";"Март";"2016";"36432";"3397.38";"0";"0";
"81";"171563535";"Нагорный район";"Март";"2016";"26180";"3558.57";"1944";"3911.2";
"82";"171563536";"район Орехово-Борисово Северное";"Март";"2016";"35924";"3213.23";"0";"0";
"83";"171563537";"район Орехово-Борисово Южное";"Март";"2016";"41228";"3558.56";"0";"0";
"84";"171563538";"район Царицыно";"Март";"2016";"41251";"3385.93";"5986";"3341.46";
"85";"171563539";"район Чертаново Северное";"Март";"2016";"33335";"3081.17";"2777";"1302.7";
"86";"171563540";"район Чертаново Центральное";"Март";"2016";"33768";"3142.4";"4470";"2388.57";
"87";"171563541";"район Чертаново Южное";"Март";"2016";"46593";"3687.77";"4439";"3458.44";
"88";"171563542";"Академический район";"Март";"2016";"33215";"4061.06";"2956";"3935.01";
"89";"171563543";"Гагаринский район";"Март";"2016";"24653";"4162.26";"2757";"2240.34";
"90";"171563544";"район Зюзино";"Март";"2016";"69352";"3507.38";"5833";"2597.01";
"91";"171563545";"район Коньково";"Март";"2016";"49329";"3183.04";"6411";"1250.28";
"92";"171563546";"район Котловка";"Март";"2016";"43239";"3344.32";"5170";"1565.66";
"93";"171563547";"Ломоносовский район";"Март";"2016";"22625";"3872.62";"0";"0";
"94";"171563548";"Обручевский район";"Март";"2016";"28205";"4028.57";"1338";"2536.77";
"95";"171563549";"район Северное Бутово";"Март";"2016";"26604";"3581.95";"6017";"1183.31";
"96";"171563550";"район Тёплый Стан";"Март";"2016";"39555";"3188.59";"0";"0";
"97";"171563551";"район Черёмушки";"Март";"2016";"28106";"3836.85";"15067";"1037.82";
"98";"171563552";"район Южное Бутово";"Март";"2016";"38487";"3927.37";"10469";"3115.09";
"99";"171563553";"район Ясенево";"Март";"2016";"49988";"3802.44";"9706";"1463.87";
"100";"171563554";"район Дорогомилово";"Март";"2016";"6410";"4153.89";"4243";"2395.12";
"101";"171563555";"район Крылатское";"Март";"2016";"20855";"3890.09";"2499";"1996.58";
"102";"171563556";"район Кунцево";"Март";"2016";"20067";"3843.11";"5465";"2054.64";
"103";"171563557";"Можайский район";"Март";"2016";"48864";"3577.27";"5102";"1601.45";
"104";"171563558";"район Ново-Переделкино";"Март";"2016";"46616";"3255.13";"5103";"1581.4";
"105";"171563559";"район Очаково-Матвеевское";"Март";"2016";"31050";"2975.91";"5667";"1093.4";
"106";"171563560";"район Внуково";"Март";"2016";"36609";"3408.54";"491";"1670.44";
"107";"171563561";"район Проспект Вернадского";"Март";"2016";"19326";"3453.66";"5427";"1205.43";
"108";"171563562";"район Раменки";"Март";"2016";"41521";"3226.07";"7337";"2306.59";
"109";"171563563";"район Солнцево";"Март";"2016";"35309";"3573.35";"4805";"1706.25";
"110";"171563564";"район Тропарёво-Никулино";"Март";"2016";"38492";"3014.37";"10804";"476.69";
"111";"171563565";"район Филёвский Парк";"Март";"2016";"27294";"3712.67";"4768";"1311.32";
"112";"171563566";"район Фили-Давыдково";"Март";"2016";"34253";"3256.04";"6803";"652.11";
"113";"171563567";"район Куркино";"Март";"2016";"4164";"1002.66";"2829";"632.88";
"114";"171563568";"район Митино";"Март";"2016";"47374";"3921.07";"15843";"1472";
"115";"171563569";"район Покровское-Стрешнево";"Март";"2016";"17398";"3400.44";"3212";"1680.77";
"116";"171563570";"район Северное Тушино";"Март";"2016";"50851";"3382.81";"15458";"1202";
"117";"171563571";"район Строгино";"Март";"2016";"40516";"3606.1";"10011";"1790.49";
"118";"171563572";"район Хорошёво-Мнёвники";"Март";"2016";"56054";"3362.69";"14665";"1844.85";
"119";"171563573";"район Щукино";"Март";"2016";"35936";"3536.83";"14128";"1216.63";
"120";"171563574";"район Южное Тушино";"Март";"2016";"32912";"3613.24";"4134";"2920.05";
"121";"171563575";"поселение Внуковское";"Март";"2016";"342";"457.6";"199";"11.55";
"122";"171563576";"поселение Воскресенское";"Март";"2016";"3792";"446.12";"2710";"22.65";
"123";"171563577";"поселение Десеновское";"Март";"2016";"3324";"521.22";"2191";"20.62";
"124";"171563578";"поселение Кокошкино";"Март";"2016";"2474";"567.23";"1284";"16.77";
"125";"171563579";"поселение Марушкинское";"Март";"2016";"2186";"1666.39";"594";"35.93";
"126";"171563580";"поселение Московский";"Март";"2016";"13473";"395.45";"10941";"16.49";
"127";"171563581";"поселение ""Мосрентген""";"Март";"2016";"3052";"578.15";"1784";"18.01";
"128";"171563582";"поселение Рязановское";"Март";"2016";"4144";"476.02";"3182";"13.21";
"129";"171563583";"поселение Сосенское";"Март";"2016";"4441";"552.84";"3103";"26.35";
"130";"171563584";"поселение Филимонковское";"Март";"2016";"1899";"460.91";"1308";"21.76";
"131";"171563585";"поселение Щербинка";"Март";"2016";"10119";"592.72";"5708";"31.84";
"132";"171563586";"поселение Вороновское";"Март";"2016";"1958";"1015.7";"1056";"18.09";
"133";"171563587";"поселение Киевский";"Март";"2016";"2976";"1066.75";"1715";"23.47";
"134";"171563588";"поселение Кленовское";"Март";"2016";"591";"464.31";"361";"24.86";
"135";"171563589";"поселение Краснопахорское";"Март";"2016";"1550";"163.08";"643";"7.09";
"136";"171563590";"поселение Михайлово-Ярцевское";"Март";"2016";"1886";"1510.07";"951";"58.7";
"137";"171563591";"поселение Новофедоровское";"Март";"2016";"1300";"447.3";"715";"13.97";
"138";"171563592";"поселение Первомайское";"Март";"2016";"1851";"357.7";"1398";"11.82";
"139";"171563593";"поселение Роговское";"Март";"2016";"531";"545.83";"324";"46.6";
"140";"171563594";"поселение Троицк";"Март";"2016";"16133";"435.73";"11288";"22.65";
"141";"171563595";"поселение Щаповское";"Март";"2016";"1781";"501.08";"1383";"7.99";
"142";"171563596";"район Арбат";"Апрель";"2016";"7736";"3822.44";"1248";"4702.81";
"143";"171563597";"Басманный район";"Апрель";"2016";"36233";"3621.87";"3899";"3350.06";
"144";"171563598";"район Замоскворечье";"Апрель";"2016";"17662";"3116.81";"3550";"1475.17";
"145";"171563599";"Красносельский район";"Апрель";"2016";"13415";"3284.2";"1156";"4061.78";
"146";"171563600";"Мещанский район";"Апрель";"2016";"19174";"3392.19";"1891";"1805.86";
"147";"171563601";"Пресненский район";"Апрель";"2016";"45397";"3191.77";"8394";"1972.74";
"148";"171563602";"Таганский район";"Апрель";"2016";"41235";"3404.07";"2826";"3372.36";
"149";"171563603";"Тверской район";"Апрель";"2016";"26290";"3526.06";"2828";"4248.99";
"150";"171563604";"район Хамовники";"Апрель";"2016";"31076";"3525.14";"4358";"2925.76";
"151";"171563605";"район Якиманка";"Апрель";"2016";"7817";"3694.12";"753";"3629.69";
"152";"171563606";"район Аэропорт";"Апрель";"2016";"24729";"2843.64";"7202";"1665.24";
"153";"171563607";"район Беговой";"Апрель";"2016";"13774";"3209.09";"3878";"1101.61";
"154";"171563608";"Бескудниковский район";"Апрель";"2016";"27786";"2945.88";"5261";"1690.83";
"155";"171563609";"Войковский район";"Апрель";"2016";"26227";"2903.7";"6549";"1515.16";
"156";"171563610";"район Восточное Дегунино";"Апрель";"2016";"29339";"2812.06";"6140";"765.87";
"157";"171563611";"Головинский район";"Апрель";"2016";"34594";"2662.41";"15190";"887.39";
"158";"171563612";"Дмитровский район";"Апрель";"2016";"29238";"2872.99";"8390";"1101.12";
"159";"171563613";"район Западное Дегунино";"Апрель";"2016";"27569";"2943.68";"6130";"1106.24";
"160";"171563614";"район Коптево";"Апрель";"2016";"35972";"2901.16";"7112";"1535.56";
"161";"171563615";"район Левобережный";"Апрель";"2016";"19232";"2773.43";"7602";"931.8";
"162";"171563616";"Савёловский район";"Апрель";"2016";"21916";"3068.58";"4908";"2053.6";
"163";"171563617";"район Сокол";"Апрель";"2016";"17684";"3224.76";"6920";"1364.69";
"164";"171563618";"Тимирязевский район";"Апрель";"2016";"27537";"2957.07";"10141";"801.01";
"165";"171563619";"район Ховрино";"Апрель";"2016";"31115";"2814.95";"14311";"665.51";
"166";"171563620";"Хорошёвский район";"Апрель";"2016";"23921";"3211.1";"7262";"1848.14";
"167";"171563621";"Молжаниновский район";"Апрель";"2016";"38";"531.29";"19";"439.32";
"168";"171563622";"Бабушкинский район";"Апрель";"2016";"28292";"3081.64";"3423";"1325.05";
"169";"171563623";"район Южное Медведково";"Апрель";"2016";"26515";"3040.56";"3343";"2375.38";
"170";"171563624";"район Марьина Роща";"Апрель";"2016";"20256";"3000.36";"3672";"1323.16";
"171";"171563625";"район Свиблово";"Апрель";"2016";"21136";"2688.39";"1446";"3321";
"172";"171563626";"Алтуфьевский район";"Апрель";"2016";"16298";"2967.64";"4683";"1515.98";
"173";"171563627";"район Ростокино";"Апрель";"2016";"13802";"2882.72";"2018";"1590.37";
"174";"171563628";"Лосиноостровский район";"Апрель";"2016";"28492";"2905.6";"10813";"694.72";
"175";"171563629";"район Бибирево";"Апрель";"2016";"48548";"3222.29";"2338";"3894.83";
"176";"171563630";"Бутырский район";"Апрель";"2016";"20588";"3199.39";"744";"5210.44";
"177";"171563631";"район Марфино";"Апрель";"2016";"14086";"2162.53";"4384";"763.67";
"178";"171563632";"Останкинский район";"Апрель";"2016";"19696";"3164.73";"3802";"1330.51";
"179";"171563633";"район Северный";"Апрель";"2016";"10665";"3501.18";"1894";"1545.71";
"180";"171563634";"район Лианозово";"Апрель";"2016";"26849";"3041.68";"9945";"1017.29";
"181";"171563635";"Ярославский район";"Апрель";"2016";"26833";"2735.38";"3023";"1965.67";
"182";"171563636";"район Северное Медведково";"Апрель";"2016";"38291";"3089.81";"8660";"964.14";
"183";"171563637";"Алексеевский район";"Апрель";"2016";"25699";"3244.79";"3110";"2087.37";
"184";"171563638";"район Отрадное";"Апрель";"2016";"57346";"3098.19";"10179";"1171.85";
"185";"171563639";"район Богородское";"Апрель";"2016";"41323";"2770.76";"5619";"1496.56";
"186";"171563640";"район Вешняки";"Апрель";"2016";"37778";"2990.98";"5049";"935.52";
"187";"171563641";"район Восточное Измайлово";"Апрель";"2016";"23257";"3159.91";"1792";"2391.54";
"188";"171563642";"район Гольяново";"Апрель";"2016";"58102";"3201.65";"4354";"3447.74";
"189";"171563643";"район Ивановское";"Апрель";"2016";"40975";"3222.76";"3393";"1514.66";
"190";"171563644";"район Измайлово";"Апрель";"2016";"36535";"3147.93";"3793";"2046.35";
"191";"171563645";"район Косино-Ухтомский";"Апрель";"2016";"26095";"3350.14";"3009";"2356.77";
"192";"171563646";"район Метрогородок";"Апрель";"2016";"12740";"3004.79";"1324";"2538.35";
"193";"171563647";"район Новогиреево";"Апрель";"2016";"33862";"3049.96";"3341";"1708.89";
"194";"171563648";"район Новокосино";"Апрель";"2016";"28669";"3514.27";"2330";"3198.17";
"195";"171563649";"район Перово";"Апрель";"2016";"46943";"3255.12";"3844";"2736.85";
"196";"171563650";"район Преображенское";"Апрель";"2016";"24102";"2891.78";"3193";"1709.66";
"197";"171563651";"район Восточный";"Апрель";"2016";"4223";"3147.59";"279";"2375.52";
"198";"171563652";"район Северное Измайлово";"Апрель";"2016";"33461";"2832.07";"4053";"1478.67";
"199";"171563653";"район Соколиная Гора";"Апрель";"2016";"31028";"3114.9";"3484";"1546.79";
"200";"171563654";"район Сокольники";"Апрель";"2016";"18633";"3103.95";"1847";"2477.46";
"201";"171563655";"район Выхино-Жулебино";"Апрель";"2016";"33109";"3319.32";"14170";"1259.08";
"202";"171563656";"район Капотня";"Апрель";"2016";"8758";"2985.65";"1244";"896.03";
"203";"171563657";"район Кузьминки";"Апрель";"2016";"48921";"2851.46";"10207";"783.39";
"204";"171563658";"район Лефортово";"Апрель";"2016";"24193";"3216.18";"9490";"1005.14";
"205";"171563659";"район Люблино";"Апрель";"2016";"57202";"3350.72";"8453";"926.75";
"206";"171563660";"район Марьино";"Апрель";"2016";"78139";"3690.99";"15836";"1264.68";
"207";"171563661";"Нижегородский район";"Апрель";"2016";"13744";"3088.82";"3856";"1627.17";
"208";"171563662";"район Печатники";"Апрель";"2016";"28500";"2911.52";"5988";"803.45";
"209";"171563663";"район Некрасовка";"Апрель";"2016";"21992";"3157.66";"11733";"804.75";
"210";"171563664";"Рязанский район";"Апрель";"2016";"37061";"2681.33";"6874";"1389.54";
"211";"171563665";"район Текстильщики";"Апрель";"2016";"32593";"2909.35";"3775";"2348.88";
"212";"171563666";"Южнопортовый район";"Апрель";"2016";"25163";"3152.64";"3567";"1736.57";
"213";"171563667";"район Бирюлёво Восточное";"Апрель";"2016";"47600";"3129.07";"9236";"1494.19";
"214";"171563668";"район Бирюлёво Западное";"Апрель";"2016";"25406";"3042.43";"1937";"1876.85";
"215";"171563669";"район Братеево";"Апрель";"2016";"29206";"3471.77";"1044";"6084.41";
"216";"171563670";"Даниловский район";"Апрель";"2016";"30476";"3322.37";"2507";"3853.11";
"217";"171563671";"Донской район";"Апрель";"2016";"16367";"3105.53";"4396";"1185.67";
"218";"171563672";"район Зябликово";"Апрель";"2016";"31992";"3030.36";"0";"0";
"219";"171563673";"район Москворечье-Сабурово";"Апрель";"2016";"23243";"3047.13";"2489";"2779.92";
"220";"171563674";"район Нагатино-Садовники";"Апрель";"2016";"25272";"3100.28";"2514";"2005.45";
"221";"171563675";"район Нагатинский Затон";"Апрель";"2016";"36685";"2915.6";"0";"0";
"222";"171563676";"Нагорный район";"Апрель";"2016";"26278";"3028.07";"2258";"2527.05";
"223";"171563677";"район Орехово-Борисово Северное";"Апрель";"2016";"36030";"2762.6";"0";"0";
"224";"171563678";"район Орехово-Борисово Южное";"Апрель";"2016";"41482";"2984.67";"15825";"688.65";
"225";"171563679";"район Царицыно";"Апрель";"2016";"41142";"2924.13";"2306";"7216.86";
"226";"171563680";"район Чертаново Северное";"Апрель";"2016";"33500";"2621.88";"3133";"1170.26";
"227";"171563681";"район Чертаново Центральное";"Апрель";"2016";"33600";"2682.22";"3063";"3455.52";
"228";"171563682";"район Чертаново Южное";"Апрель";"2016";"46834";"3168.25";"4020";"2605.17";
"229";"171563683";"Академический район";"Апрель";"2016";"33257";"3510.4";"4702";"2978.15";
"230";"171563684";"Гагаринский район";"Апрель";"2016";"24706";"3668.03";"828";"8342.15";
"231";"171563685";"район Зюзино";"Апрель";"2016";"43328";"2909.03";"7291";"1386.64";
"232";"171563686";"район Коньково";"Апрель";"2016";"49188";"2712.63";"6040";"1095.46";
"233";"171563687";"район Котловка";"Апрель";"2016";"22608";"2753.14";"4540";"1648.24";
"234";"171563688";"Ломоносовский район";"Апрель";"2016";"28362";"3281.47";"0";"0";
"235";"171563689";"Обручевский район";"Апрель";"2016";"26729";"3256.1";"2501";"846.13";
"236";"171563690";"район Северное Бутово";"Апрель";"2016";"28247";"3043.15";"5888";"1323.33";
"237";"171563691";"район Тёплый Стан";"Апрель";"2016";"39560";"2675.53";"6901";"1100.33";
"238";"171563692";"район Черёмушки";"Апрель";"2016";"38599";"3107.58";"8427";"1817.86";
"239";"171563693";"район Южное Бутово";"Апрель";"2016";"68997";"3207.08";"15492";"1970.84";
"240";"171563694";"район Ясенево";"Апрель";"2016";"49925";"3072.89";"9525";"1092.74";
"241";"171563695";"район Дорогомилово";"Апрель";"2016";"20938";"3555.73";"4160";"2341.06";
"242";"171563696";"район Крылатское";"Апрель";"2016";"20282";"3276.26";"3565";"1204.54";
"243";"171563697";"район Кунцево";"Апрель";"2016";"49016";"3294.8";"7717";"1434.62";
"244";"171563698";"Можайский район";"Апрель";"2016";"46660";"2954.18";"7151";"1120.1";
"245";"171563699";"район Ново-Переделкино";"Апрель";"2016";"31249";"2841.32";"4409";"1866.04";
"246";"171563700";"район Очаково-Матвеевское";"Апрель";"2016";"36728";"2627.99";"5614";"1048.92";
"247";"171563701";"район Внуково";"Апрель";"2016";"6434";"2892.8";"4743";"157.5";
"248";"171563702";"район Проспект Вернадского";"Апрель";"2016";"19842";"2674.1";"3093";"2137.22";
"249";"171563703";"район Раменки";"Апрель";"2016";"41631";"2890.24";"6818";"1701.49";
"250";"171563704";"район Солнцево";"Апрель";"2016";"35527";"2996.72";"8113";"1115.67";
"251";"171563705";"район Тропарёво-Никулино";"Апрель";"2016";"38694";"2454.84";"10027";"508.03";
"252";"171563706";"район Филёвский Парк";"Апрель";"2016";"27389";"3039.11";"4043";"1339.23";
"253";"171563707";"район Фили-Давыдково";"Апрель";"2016";"34071";"2787.41";"7008";"828.53";
"254";"171563708";"район Куркино";"Апрель";"2016";"3852";"898.84";"2619";"530.41";
"255";"171563709";"район Митино";"Апрель";"2016";"47346";"3310.69";"6307";"3392.8";
"256";"171563710";"район Покровское-Стрешнево";"Апрель";"2016";"17404";"2851.25";"7265";"902";
"257";"171563711";"район Северное Тушино";"Апрель";"2016";"50892";"2787.29";"15777";"1222.95";
"258";"171563712";"район Строгино";"Апрель";"2016";"40464";"3157.58";"16674";"863.13";
"259";"171563713";"район Хорошёво-Мнёвники";"Апрель";"2016";"56113";"2849.69";"13484";"1859.41";
"260";"171563714";"район Щукино";"Апрель";"2016";"36108";"3003.51";"9611";"1936.95";
"261";"171563715";"район Южное Тушино";"Апрель";"2016";"33005";"3052.28";"3919";"2841.34";
"262";"171563716";"поселение Внуковское";"Апрель";"2016";"328";"338.64";"0";"0";
"263";"171563717";"поселение Воскресенское";"Апрель";"2016";"3831";"389.55";"0";"0";
"264";"171563718";"поселение Десеновское";"Апрель";"2016";"3368";"398.78";"0";"0";
"265";"171563719";"поселение Кокошкино";"Апрель";"2016";"3073";"829.74";"1185";"44.71";
"266";"171563720";"поселение Марушкинское";"Апрель";"2016";"1710";"3663.42";"777";"396.3";
"267";"171563721";"поселение Московский";"Апрель";"2016";"13705";"461.83";"0";"0";
"268";"171563722";"поселение ""Мосрентген""";"Апрель";"2016";"3734";"1132.94";"1108";"49.19";
"269";"171563723";"поселение Рязановское";"Апрель";"2016";"4192";"331.11";"0";"0";
"270";"171563724";"поселение Сосенское";"Апрель";"2016";"5284";"680.4";"1312";"87.34";
"271";"171563725";"поселение Филимонковское";"Апрель";"2016";"1915";"329.24";"0";"0";
"272";"171563726";"поселение Щербинка";"Апрель";"2016";"11589";"728.1";"2726";"96.48";
"273";"171563727";"поселение Вороновское";"Апрель";"2016";"1988";"3189.91";"1257";"109.96";
"274";"171563728";"поселение Киевский";"Апрель";"2016";"3018";"3570.65";"1725";"18.83";
"275";"171563729";"поселение Кленовское";"Апрель";"2016";"603";"431.13";"0";"0";
"276";"171563730";"поселение Краснопахорское";"Апрель";"2016";"1553";"2074.9";"1021";"24.59";
"277";"171563731";"поселение Михайлово-Ярцевское";"Апрель";"2016";"1900";"2868.77";"1111";"96.28";
"278";"171563732";"поселение Новофедоровское";"Апрель";"2016";"1509";"1487.19";"716";"41.6";
"279";"171563733";"поселение Первомайское";"Апрель";"2016";"1858";"310.28";"0";"0";
"280";"171563734";"поселение Роговское";"Апрель";"2016";"643";"1205.52";"295";"136.77";
"281";"171563735";"поселение Троицк";"Апрель";"2016";"16263";"342.88";"0";"0";
"282";"171563736";"поселение Щаповское";"Апрель";"2016";"1793";"362.83";"0";"0";
"283";"171563737";"район Арбат";"Май";"2016";"8173";"3539.08";"1330";"3414.11";
"284";"171563738";"Басманный район";"Май";"2016";"36033";"3824.42";"3997";"2557.63";
"285";"171563739";"район Замоскворечье";"Май";"2016";"17668";"3498.56";"3135";"1429.73";
"286";"171563740";"Красносельский район";"Май";"2016";"13359";"3622.97";"1298";"3307.37";
"287";"171563741";"Мещанский район";"Май";"2016";"19124";"3609.06";"2070";"2072.93";
"288";"171563742";"Пресненский район";"Май";"2016";"45268";"3531.78";"8299";"1803.09";
"289";"171563743";"Таганский район";"Май";"2016";"41292";"3611.57";"4594";"1757.19";
"290";"171563744";"Тверской район";"Май";"2016";"26232";"3696.44";"2969";"3470.08";
"291";"171563745";"район Хамовники";"Май";"2016";"31169";"3842.91";"4702";"2945.99";
"292";"171563746";"район Якиманка";"Май";"2016";"7826";"3940.07";"533";"4083.57";
"293";"171563747";"район Аэропорт";"Май";"2016";"24528";"3048.47";"11857";"1128.66";
"294";"171563748";"район Беговой";"Май";"2016";"13770";"3474.32";"4508";"998.02";
"295";"171563749";"Бескудниковский район";"Май";"2016";"27847";"3145.28";"5583";"1299.41";
"296";"171563750";"Войковский район";"Май";"2016";"26292";"3028.37";"6994";"1318.87";
"297";"171563751";"район Восточное Дегунино";"Май";"2016";"29397";"2918.78";"6490";"587.23";
"298";"171563752";"Головинский район";"Май";"2016";"34685";"3088.81";"10331";"1214.27";
"299";"171563753";"Дмитровский район";"Май";"2016";"29295";"3059.66";"9400";"1249.07";
