"ID";"global_id";"District";"Month";"Year";"CurrentQuantityUPD";"CurrentAveragePaymentUPD";"DebtQuantityUPD";"DebtAveragePaymentUPD";
"4774";"925604958";"район Новогиреево";"Июнь";"2018";"33231";"3988.9";"5388";"6538.9";
"4775";"925604959";"район Новокосино";"Июнь";"2018";"28675";"5058.6";"5093";"7574.3";
"4776";"925604960";"район Перово";"Июнь";"2018";"46694";"4180.9";"8590";"6593.7";
"4777";"925604961";"район Преображенское";"Июнь";"2018";"24455";"4320.2";"3266";"6431.7";
"4778";"925604962";"район Восточный";"Июнь";"2018";"3871";"4130";"549";"6056.5";
"4779";"925604963";"район Северное Измайлово";"Июнь";"2018";"33478";"3558.2";"9021";"6100.5";
"4780";"925604964";"район Соколиная Гора";"Июнь";"2018";"30808";"4077.1";"6775";"7764.4";
"4781";"925604965";"район Сокольники";"Июнь";"2018";"18956";"4222.1";"5236";"7536.3";
"4782";"925604966";"район Выхино-Жулебино";"Июнь";"2018";"66110";"3918.2";"22755";"6661.1";
"4783";"925604967";"район Капотня";"Июнь";"2018";"8725";"3976.8";"3657";"5648.8";
"4784";"925604968";"район Кузьминки";"Июнь";"2018";"48352";"3824.9";"11360";"6552.6";
"4785";"925604969";"район Лефортово";"Июнь";"2018";"23899";"4533.2";"12433";"7200.8";
"4786";"925604970";"район Люблино";"Июнь";"2018";"56962";"4479.6";"17508";"7437";
"4787";"925604971";"район Марьино";"Июнь";"2018";"77549";"4938.2";"26763";"7069.4";
"4788";"925604972";"Нижегородский район";"Июнь";"2018";"13588";"4136.6";"7102";"5355.7";
"4789";"925604973";"район Печатники";"Июнь";"2018";"28275";"3978.7";"12278";"6020.9";
"4790";"925604974";"район Некрасовка";"Июнь";"2018";"26830";"4372.3";"13495";"6814.7";
"4791";"925604975";"Рязанский район";"Июнь";"2018";"37618";"3683.8";"15622";"5823";
"4792";"925604976";"район Текстильщики";"Июнь";"2018";"32792";"4153.5";"10324";"7399.1";
"4793";"925604977";"Южнопортовый район";"Июнь";"2018";"25837";"4830.2";"4924";"8102.8";
"4794";"925604978";"район Бирюлёво Восточное";"Июнь";"2018";"50649";"4008.2";"12897";"7491.1";
"4795";"925604979";"район Бирюлёво Западное";"Июнь";"2018";"25561";"4249.5";"5650";"6857.8";
"4796";"925604980";"район Братеево";"Июнь";"2018";"29103";"4517.5";"4950";"5725";
"4797";"925604981";"Даниловский район";"Июнь";"2018";"30108";"4632.3";"4603";"8840.4";
"4798";"925604982";"Донской район";"Июнь";"2018";"16015";"4633.4";"4121";"8403.2";
"4799";"925604983";"район Зябликово";"Июнь";"2018";"31501";"4367.2";"7701";"5454.8";
"4800";"925604984";"район Москворечье-Сабурово";"Июнь";"2018";"23289";"4052.1";"5705";"6652";
"4801";"925604985";"район Нагатино-Садовники";"Июнь";"2018";"25614";"3912.9";"6827";"7082.2";
"4802";"925604986";"район Нагатинский Затон";"Июнь";"2018";"37200";"3821.8";"7715";"6044.8";
"4803";"925604987";"Нагорный район";"Июнь";"2018";"27241";"3807.4";"5233";"5644.1";
"4804";"925604988";"район Орехово-Борисово Северное";"Июнь";"2018";"36293";"3703.3";"6917";"5702.8";
"4805";"925604989";"район Орехово-Борисово Южное";"Июнь";"2018";"41471";"4155.4";"14930";"5706.9";
"4806";"925604990";"район Царицыно";"Июнь";"2018";"41218";"4000.3";"6810";"7010";
"4807";"925604991";"район Чертаново Северное";"Июнь";"2018";"33671";"3464.8";"7809";"6334.5";
"4808";"925604992";"район Чертаново Центральное";"Июнь";"2018";"34639";"3795.4";"7251";"5619.1";
"4809";"925604993";"район Чертаново Южное";"Июнь";"2018";"47152";"4215.5";"12184";"6730.6";
"4810";"925604994";"Академический район";"Июнь";"2018";"32953";"4818.2";"6429";"9219.7";
"4811";"925604995";"Гагаринский район";"Июнь";"2018";"24866";"5012.6";"6457";"9043.9";
"4812";"925604996";"район Зюзино";"Июнь";"2018";"44359";"3903.7";"21060";"5741.9";
"4813";"925604997";"район Коньково";"Июнь";"2018";"49419";"3937.2";"17428";"6000.4";
"4814";"925604998";"район Котловка";"Июнь";"2018";"22852";"3878.3";"4366";"6399.6";
"4815";"925604999";"Ломоносовский район";"Июнь";"2018";"28485";"4783.6";"6589";"9461.5";
"4816";"925605000";"Обручевский район";"Июнь";"2018";"27221";"4860.8";"8904";"8161.6";
"4817";"925605001";"район Северное Бутово";"Июнь";"2018";"28036";"4196.8";"7910";"5804";
"4818";"925605002";"район Тёплый Стан";"Июнь";"2018";"40713";"3799.4";"10568";"6106.3";
"4819";"925605003";"район Черёмушки";"Июнь";"2018";"39266";"4438.9";"17409";"6595.7";
"4820";"925605004";"район Южное Бутово";"Июнь";"2018";"69440";"4990.7";"18203";"9056.2";
"4821";"925605005";"район Ясенево";"Июнь";"2018";"49549";"4499.3";"15285";"6730.9";
"4822";"925605006";"район Дорогомилово";"Июнь";"2018";"20902";"5244.7";"7329";"10074.5";
"4823";"925605007";"район Крылатское";"Июнь";"2018";"19976";"4400.7";"5314";"6587.3";
"4824";"925605008";"район Кунцево";"Июнь";"2018";"48261";"4408.3";"16996";"7564.4";
"4825";"925605009";"Можайский район";"Июнь";"2018";"46621";"3971.5";"15809";"6659.9";
"4826";"925605010";"район Ново-Переделкино";"Июнь";"2018";"31218";"3852.4";"12417";"6350.9";
"4827";"925605011";"район Очаково-Матвеевское";"Июнь";"2018";"36764";"3462.1";"16116";"6107.8";
"4828";"925605012";"район Внуково";"Июнь";"2018";"6448";"4285.2";"2063";"6270";
"4829";"925605013";"район Проспект Вернадского";"Июнь";"2018";"19396";"4210.8";"9586";"6469.2";
"4830";"925605014";"район Раменки";"Июнь";"2018";"41745";"4099";"19608";"7641";
"4831";"925605015";"район Солнцево";"Июнь";"2018";"35740";"3980.9";"10106";"6634";
"4832";"925605016";"район Тропарёво-Никулино";"Июнь";"2018";"36667";"3585";"19722";"5997.2";
"4833";"925605017";"район Филёвский Парк";"Июнь";"2018";"27343";"3894.7";"7255";"7688.3";
"4834";"925605018";"район Фили-Давыдково";"Июнь";"2018";"34778";"3871.3";"14760";"6310.8";
"4835";"925605019";"район Куркино";"Июнь";"2018";"1295";"2858.4";"919";"4376.4";
"4836";"925605020";"район Митино";"Июнь";"2018";"48237";"4738.8";"17180";"6920.4";
"4837";"925605021";"район Покровское-Стрешнево";"Июнь";"2018";"17122";"4135.2";"5118";"6400";
"4838";"925605022";"район Северное Тушино";"Июнь";"2018";"50651";"3945.9";"16441";"5953.9";
"4839";"925605023";"район Строгино";"Июнь";"2018";"40262";"4362";"13929";"6250";
"4840";"925605024";"район Хорошёво-Мнёвники";"Июнь";"2018";"55816";"4066.1";"19062";"6216.3";
"4841";"925605025";"район Щукино";"Июнь";"2018";"35700";"4313.2";"13416";"6305.8";
"4842";"925605026";"район Южное Тушино";"Июнь";"2018";"32995";"4185.4";"7099";"7212.5";
"4843";"925605027";"поселение Внуковское";"Июнь";"2018";"18007";"974.6";"18769";"3280.3";
"4844";"925605028";"поселение Воскресенское";"Июнь";"2018";"6194";"938.6";"6391";"3051.8";
"4845";"925605029";"поселение Десеновское";"Июнь";"2018";"4430";"1661.1";"3488";"3319.9";
"4846";"925605030";"поселение Кокошкино";"Июнь";"2018";"3269";"4942";"1366";"6311.1";
"4847";"925605031";"поселение Марушкинское";"Июнь";"2018";"1635";"5140.6";"568";"6766.3";
"4848";"925605032";"поселение Московский";"Июнь";"2018";"28579";"940.1";"31095";"3209.1";
"4849";"925605033";"поселение ""Мосрентген""";"Июнь";"2018";"3691";"3070.2";"1813";"6948.8";
"4850";"925605034";"поселение Рязановское";"Июнь";"2018";"7951";"2390.8";"5957";"5661";
"4851";"925605035";"поселение Сосенское";"Июнь";"2018";"28121";"1260.7";"32908";"3768.5";
"4852";"925605036";"поселение Филимонковское";"Июнь";"2018";"2714";"945.9";"2720";"2286.9";
"4853";"925605037";"поселение Щербинка";"Июнь";"2018";"18245";"2521.2";"10396";"5846";
"4854";"925605038";"поселение Вороновское";"Июнь";"2018";"2062";"3095.4";"869";"6000.5";
"4855";"925605039";"поселение Киевский";"Июнь";"2018";"3436";"3513.8";"1586";"6441.1";
"4856";"925605040";"поселение Кленовское";"Июнь";"2018";"854";"3291.9";"375";"6310";
"4857";"925605041";"поселение Краснопахорское";"Июнь";"2018";"1698";"2479.5";"771";"5792.3";
"4858";"925605042";"поселение Михайлово-Ярцевское";"Июнь";"2018";"1876";"2795.7";"716";"4550";
"4859";"925605043";"поселение Новофедоровское";"Июнь";"2018";"1552";"5306.8";"415";"6549.5";
"4860";"925605044";"поселение Первомайское";"Июнь";"2018";"2903";"1089.1";"2779";"3944.3";
"4861";"925605045";"поселение Роговское";"Июнь";"2018";"642";"3211.5";"388";"3866.9";
"4862";"925605046";"поселение Троицк";"Июнь";"2018";"16413";"1023.5";"15664";"3048.1";
"4863";"925605047";"поселение Щаповское";"Июнь";"2018";"2249";"2640.8";"1618";"5869.1";
"4864";"925605048";"район Арбат";"Июль";"2018";"8323";"6002.5";"2590";"10937.3";
"4865";"925605049";"Басманный район";"Июль";"2018";"35464";"5127.5";"11095";"10144.6";
"4866";"925605050";"район Замоскворечье";"Июль";"2018";"17096";"4861.9";"5492";"9426.8";
"4867";"925605051";"Красносельский район";"Июль";"2018";"13072";"5022.3";"2935";"8990.1";
"4868";"925605052";"Мещанский район";"Июль";"2018";"19005";"4683.1";"3744";"9821.9";
"4869";"925605053";"Пресненский район";"Июль";"2018";"45195";"4919.8";"17777";"9745.5";
"4870";"925605054";"Таганский район";"Июль";"2018";"42376";"4777.7";"8541";"7864.2";
"4871";"925605055";"Тверской район";"Июль";"2018";"25978";"5241.9";"4570";"10108.7";
"4872";"925605056";"район Хамовники";"Июль";"2018";"31118";"5197.2";"8597";"9134.9";
"4873";"925605057";"район Якиманка";"Июль";"2018";"7727";"5096.6";"2364";"8693.2";
"4874";"925605058";"район Аэропорт";"Июль";"2018";"24628";"4286.3";"7288";"9381.5";
"4875";"925605059";"район Беговой";"Июль";"2018";"13444";"4728.8";"5243";"8241.9";
"4876";"925605060";"Бескудниковский район";"Июль";"2018";"28898";"4055.9";"10088";"6743.9";
"4877";"925605061";"Войковский район";"Июль";"2018";"26174";"4000.4";"9911";"7206.8";
"4878";"925605062";"район Восточное Дегунино";"Июль";"2018";"29099";"3873.7";"9750";"6377.8";
"4879";"925605063";"Головинский район";"Июль";"2018";"37507";"3885.2";"17279";"6671.8";
"4880";"925605064";"Дмитровский район";"Июль";"2018";"29362";"4093.2";"11823";"6502.4";
"4881";"925605065";"район Западное Дегунино";"Июль";"2018";"29070";"4050.2";"18335";"5701";
"4882";"925605066";"район Коптево";"Июль";"2018";"36126";"3969.9";"11323";"7037.4";
"4883";"925605067";"район Левобережный";"Июль";"2018";"19516";"3921.4";"8473";"6225.2";
"4884";"925605068";"Савёловский район";"Июль";"2018";"21738";"4263.3";"9186";"6449.6";
"4885";"925605069";"район Сокол";"Июль";"2018";"17452";"4923.5";"6322";"10892.5";
"4886";"925605070";"Тимирязевский район";"Июль";"2018";"27418";"4058.8";"9730";"6671.7";
"4887";"925605071";"район Ховрино";"Июль";"2018";"31025";"4054.9";"14935";"6127.4";
"4888";"925605072";"Хорошёвский район";"Июль";"2018";"23048";"4436.4";"5780";"8823.8";
"4889";"925605073";"Молжаниновский район";"Июль";"2018";"522";"2515.8";"329";"5719";
"4890";"925605074";"Бабушкинский район";"Июль";"2018";"28188";"4001.4";"6539";"7026.9";
"4891";"925605075";"район Южное Медведково";"Июль";"2018";"26722";"4237.5";"7219";"6839.3";
"4892";"925605076";"район Марьина Роща";"Июль";"2018";"20434";"4127.7";"6784";"7913.7";
"4893";"925605077";"район Свиблово";"Июль";"2018";"21103";"4057.7";"4879";"7457.8";
"4894";"925605078";"Алтуфьевский район";"Июль";"2018";"16378";"4351.3";"6488";"6421.4";
"4895";"925605079";"район Ростокино";"Июль";"2018";"14229";"3890.6";"3993";"6966.6";
"4896";"925605080";"Лосиноостровский район";"Июль";"2018";"28844";"3964.9";"12072";"6712.8";
"4897";"925605081";"район Бибирево";"Июль";"2018";"48505";"4157.4";"8018";"6310.9";
"4898";"925605082";"Бутырский район";"Июль";"2018";"20335";"4385.8";"6075";"6748";
"4899";"925605083";"район Марфино";"Июль";"2018";"13674";"3020.9";"5825";"6207.3";
"4900";"925605084";"Останкинский район";"Июль";"2018";"19808";"4256";"9104";"7021.9";
"4901";"925605085";"район Северный";"Июль";"2018";"12216";"4797.6";"3225";"7123.5";
"4902";"925605086";"район Лианозово";"Июль";"2018";"27377";"4503.5";"9808";"6067.1";
"4903";"925605087";"Ярославский район";"Июль";"2018";"26651";"3789.7";"5183";"6590.5";
"4904";"925605088";"район Северное Медведково";"Июль";"2018";"38484";"4362.4";"15095";"7424.8";
"4905";"925605089";"Алексеевский район";"Июль";"2018";"25646";"4057.7";"7198";"7969";
"4906";"925605090";"район Отрадное";"Июль";"2018";"57331";"4180.8";"17537";"6326.9";
"4907";"925605091";"район Богородское";"Июль";"2018";"39491";"4012.8";"9611";"7028.8";
"4908";"925605092";"район Вешняки";"Июль";"2018";"37728";"3968.2";"6324";"6222.2";
"4909";"925605093";"район Восточное Измайлово";"Июль";"2018";"23136";"4246.3";"3023";"6124.4";
"4910";"925605094";"район Гольяново";"Июль";"2018";"57861";"4030.5";"10817";"6688.6";
"4911";"925605095";"район Ивановское";"Июль";"2018";"40888";"4131.9";"6836";"7153.2";
"4912";"925605096";"район Измайлово";"Июль";"2018";"35390";"4206.3";"2715";"6434";
"4913";"925605097";"район Косино-Ухтомский";"Июль";"2018";"26053";"4540.8";"5074";"7422.5";
"4914";"925605098";"район Метрогородок";"Июль";"2018";"12798";"3946.8";"2701";"6419.2";
"4915";"925605099";"район Новогиреево";"Июль";"2018";"33352";"3990.5";"7219";"5453.4";
"4916";"925605100";"район Новокосино";"Июль";"2018";"28712";"5057.1";"5150";"7181.7";
"4917";"925605101";"район Перово";"Июль";"2018";"46726";"4169";"9105";"6316.7";
"4918";"925605102";"район Преображенское";"Июль";"2018";"24461";"4253.1";"4403";"6534.5";
"4919";"925605103";"район Восточный";"Июль";"2018";"3865";"4169.8";"570";"4952.1";
"4920";"925605104";"район Северное Измайлово";"Июль";"2018";"33525";"3542.2";"8695";"6212.2";
"4921";"925605105";"район Соколиная Гора";"Июль";"2018";"30775";"4061.9";"6816";"7930.5";
"4922";"925605106";"район Сокольники";"Июль";"2018";"18943";"4223.4";"4599";"7059.2";
"4923";"925605107";"район Выхино-Жулебино";"Июль";"2018";"66266";"3859.2";"23276";"6242.5";
"4924";"925605108";"район Капотня";"Июль";"2018";"8696";"3909.8";"1170";"5396";
"4925";"925605109";"район Кузьминки";"Июль";"2018";"48407";"3798.6";"14413";"6185.3";
"4926";"925605110";"район Лефортово";"Июль";"2018";"23877";"4527.6";"12346";"6850";
"4927";"925605111";"район Люблино";"Июль";"2018";"57194";"4463.1";"17836";"7406.9";
"4928";"925605112";"район Марьино";"Июль";"2018";"77580";"4940.4";"27622";"7228.6";
"4929";"925605113";"Нижегородский район";"Июль";"2018";"13575";"4158.7";"7024";"6566.5";
"4930";"925605114";"район Печатники";"Июль";"2018";"28291";"3894.6";"12228";"5868.1";
"4931";"925605115";"район Некрасовка";"Июль";"2018";"26829";"4357.6";"14688";"6832.8";
"4932";"925605116";"Рязанский район";"Июль";"2018";"37484";"3717";"15352";"5916.4";
"4933";"925605117";"район Текстильщики";"Июль";"2018";"32870";"4142.5";"10091";"6999";
"4934";"925605118";"Южнопортовый район";"Июль";"2018";"25840";"4768.3";"6065";"8366.9";
"4935";"925605119";"район Бирюлёво Восточное";"Июль";"2018";"50663";"3995.9";"14293";"7502.2";
"4936";"925605120";"район Бирюлёво Западное";"Июль";"2018";"25562";"4245";"5576";"6736.7";
"4937";"925605121";"район Братеево";"Июль";"2018";"29117";"4501.8";"5253";"5936.7";
"4938";"925605122";"Даниловский район";"Июль";"2018";"30159";"4625.6";"5329";"9447.9";
"4939";"925605123";"Донской район";"Июль";"2018";"15994";"4531.7";"3875";"8253.7";
"4940";"925605124";"район Зябликово";"Июль";"2018";"31445";"4318.7";"7759";"5950.8";
"4941";"925605125";"район Москворечье-Сабурово";"Июль";"2018";"23274";"4052.9";"5885";"5697.7";
"4942";"925605126";"район Нагатино-Садовники";"Июль";"2018";"25711";"4003.8";"6722";"7872.6";
"4943";"925605127";"район Нагатинский Затон";"Июль";"2018";"37231";"3852.3";"7870";"6241.6";
"4944";"925605128";"Нагорный район";"Июль";"2018";"27241";"3802.9";"5353";"5588.1";
"4945";"925605129";"район Орехово-Борисово Северное";"Июль";"2018";"36471";"3690.9";"6666";"5681.2";
"4946";"925605130";"район Орехово-Борисово Южное";"Июль";"2018";"41416";"4063.6";"14752";"5435.8";
"4947";"925605131";"район Царицыно";"Июль";"2018";"41141";"4005.8";"6761";"8535.9";
"4948";"925605132";"район Чертаново Северное";"Июль";"2018";"33642";"3585.9";"8095";"5993.3";
"4949";"925605133";"район Чертаново Центральное";"Июль";"2018";"34645";"3713.3";"6788";"6025.2";
"4950";"925605134";"район Чертаново Южное";"Июль";"2018";"47282";"4164.7";"12721";"6962.7";
"4951";"925605135";"Академический район";"Июль";"2018";"32935";"4796.9";"5494";"8403.5";
"4952";"925605136";"Гагаринский район";"Июль";"2018";"24959";"4958";"5910";"9806.8";
"4953";"925605137";"район Зюзино";"Июль";"2018";"44435";"3941.4";"20136";"5964.7";
"4954";"925605138";"район Коньково";"Июль";"2018";"49335";"3958.6";"16855";"5443";
"4955";"925605139";"район Котловка";"Июль";"2018";"22877";"3948.1";"4619";"6536.5";
"4956";"925605140";"Ломоносовский район";"Июль";"2018";"28396";"4800.6";"6734";"8767.7";
"4957";"925605141";"Обручевский район";"Июль";"2018";"27195";"4857.5";"8826";"8165.6";
"4958";"925605142";"район Северное Бутово";"Июль";"2018";"28163";"4143.6";"7767";"6555.2";
"4959";"925605143";"район Тёплый Стан";"Июль";"2018";"40656";"3757.1";"10132";"7390.2";
"4960";"925605144";"район Черёмушки";"Июль";"2018";"39270";"4407.6";"17082";"6586.2";
"4961";"925605145";"район Южное Бутово";"Июль";"2018";"69621";"4979.9";"17740";"9433.4";
"4962";"925605146";"район Ясенево";"Июль";"2018";"49785";"4482";"14809";"6699";
"4963";"925605147";"район Дорогомилово";"Июль";"2018";"20806";"5219.3";"7333";"9298.9";
"4964";"925605148";"район Крылатское";"Июль";"2018";"19929";"4374.5";"5776";"8021.1";
"4965";"925605149";"район Кунцево";"Июль";"2018";"48200";"4411.8";"17953";"7573.5";
"4966";"925605150";"Можайский район";"Июль";"2018";"46556";"3945.2";"17059";"6929.4";
"4967";"925605151";"район Ново-Переделкино";"Июль";"2018";"31222";"3842.7";"12856";"7100.2";
"4968";"925605152";"район Очаково-Матвеевское";"Июль";"2018";"36760";"3433.7";"16645";"6601.7";
"4969";"925605153";"район Внуково";"Июль";"2018";"6446";"4169";"2007";"5927.2";
"4970";"925605154";"район Проспект Вернадского";"Июль";"2018";"19446";"4080.6";"9777";"6399.3";
"4971";"925605155";"район Раменки";"Июль";"2018";"41693";"4096.8";"19590";"7157.8";
"4972";"925605156";"район Солнцево";"Июль";"2018";"35774";"3974.5";"10420";"6538.6";
"4973";"925605157";"район Тропарёво-Никулино";"Июль";"2018";"36685";"3578.5";"21454";"6544.8";
"4974";"925605158";"район Филёвский Парк";"Июль";"2018";"27376";"3887.4";"7567";"7435.5";
"4975";"925605159";"район Фили-Давыдково";"Июль";"2018";"34872";"3823.2";"14966";"6637.4";
"4976";"925605160";"район Куркино";"Июль";"2018";"1262";"2752.3";"883";"4537.9";
"4977";"925605161";"район Митино";"Июль";"2018";"48282";"4707.7";"17218";"7154.6";
"4978";"925605162";"район Покровское-Стрешнево";"Июль";"2018";"17068";"4145.3";"5138";"7394.7";
"4979";"925605163";"район Северное Тушино";"Июль";"2018";"50648";"3913.2";"17125";"6107.6";
"4980";"925605164";"район Строгино";"Июль";"2018";"40343";"4287.2";"14104";"6548.9";
"4981";"925605165";"район Хорошёво-Мнёвники";"Июль";"2018";"55677";"4033.1";"19904";"5965.6";
"4982";"925605166";"район Щукино";"Июль";"2018";"35870";"4227.4";"14262";"6654";
"4983";"925605167";"район Южное Тушино";"Июль";"2018";"33023";"4174.3";"10941";"6715.2";
"4984";"925605168";"поселение Внуковское";"Июль";"2018";"18008";"975.3";"1034";"3853.7";
"4985";"925605169";"поселение Воскресенское";"Июль";"2018";"6195";"940.8";"350";"3471.8";
"4986";"925605170";"поселение Десеновское";"Июль";"2018";"4461";"1530.7";"375";"3080.5";
"4987";"925605171";"поселение Кокошкино";"Июль";"2018";"3260";"4705.6";"1084";"7002.7";
"4988";"925605172";"поселение Марушкинское";"Июль";"2018";"1633";"5154.2";"609";"8518.7";
"4989";"925605173";"поселение Московский";"Июль";"2018";"28587";"937.2";"1340";"3280.5";
"4990";"925605174";"поселение ""Мосрентген""";"Июль";"2018";"3747";"3070.2";"975";"8020.3";
"4991";"925605175";"поселение Рязановское";"Июль";"2018";"7951";"2385.2";"2431";"5232.5";
"4992";"925605176";"поселение Сосенское";"Июль";"2018";"28123";"1260.7";"2165";"3772";
"4993";"925605177";"поселение Филимонковское";"Июль";"2018";"2715";"949";"144";"3797.1";
"4994";"925605178";"поселение Щербинка";"Июль";"2018";"18221";"2511.1";"4068";"4961.7";
"4995";"925605179";"поселение Вороновское";"Июль";"2018";"2062";"2905.3";"756";"6260.9";
"4996";"925605180";"поселение Киевский";"Июль";"2018";"3443";"3463";"1488";"8503.5";
"4997";"925605181";"поселение Кленовское";"Июль";"2018";"854";"3104.2";"323";"6186.1";
"4998";"925605182";"поселение Краснопахорское";"Июль";"2018";"1700";"2381.8";"626";"5901.8";
"4999";"925605183";"поселение Михайлово-Ярцевское";"Июль";"2018";"1875";"2474.9";"650";"4908.4";
"5000";"925605184";"поселение Новофедоровское";"Июль";"2018";"1552";"5225.9";"530";"5446.5";
"5001";"925605185";"поселение Первомайское";"Июль";"2018";"2907";"1087.8";"332";"3776";
"5002";"925605186";"поселение Роговское";"Июль";"2018";"641";"3200.5";"341";"6885.4";
"5003";"925605187";"поселение Троицк";"Июль";"2018";"16578";"1016.6";"1532";"3455.7";
"5004";"925605188";"поселение Щаповское";"Июль";"2018";"2263";"2750.7";"919";"6532.1";
"5005";"925605271";"район Арбат";"Ноябрь";"2016";"36";"1592";"2921";"9125.7";
"5006";"925605272";"Басманный район";"Ноябрь";"2016";"32433";"4440.9";"8774";"7822.7";
"5007";"925605273";"район Замоскворечье";"Ноябрь";"2016";"17250";"4166.9";"5650";"7497.3";
"5008";"925605274";"Красносельский район";"Ноябрь";"2016";"15126";"4874.1";"2788";"6970.3";
"5009";"925605275";"Мещанский район";"Ноябрь";"2016";"30168";"5094.4";"4298";"7632.4";
"5010";"925605276";"Пресненский район";"Ноябрь";"2016";"44143";"4306.7";"14440";"8867.8";
"5011";"925605277";"Таганский район";"Ноябрь";"2016";"40440";"4171.7";"9244";"7211.7";
"5012";"925605278";"Тверской район";"Ноябрь";"2016";"23684";"5270.1";"7867";"9324.8";
"5013";"925605279";"район Хамовники";"Ноябрь";"2016";"28486";"4441.1";"17623";"6667.1";
"5014";"925605280";"район Якиманка";"Ноябрь";"2016";"7535";"4522.1";"1574";"6651.8";
"5015";"925605281";"район Аэропорт";"Ноябрь";"2016";"24371";"3748.6";"6547";"6893.2";
"5016";"925605282";"район Беговой";"Ноябрь";"2016";"13400";"4146.6";"5799";"6797.3";
"5017";"925605283";"Бескудниковский район";"Ноябрь";"2016";"27205";"3649";"9385";"4871.3";
"5018";"925605284";"Войковский район";"Ноябрь";"2016";"25762";"3584";"11914";"5723.7";
"5019";"925605285";"район Восточное Дегунино";"Ноябрь";"2016";"28049";"3400.8";"10839";"5586.2";
"5020";"925605286";"Головинский район";"Ноябрь";"2016";"26653";"3711.1";"19441";"5400.5";
"5021";"925605287";"Дмитровский район";"Ноябрь";"2016";"28686";"3729.4";"9708";"5332.3";
"5022";"925605288";"район Западное Дегунино";"Ноябрь";"2016";"27258";"3796.5";"12872";"6453";
"5023";"925605289";"район Коптево";"Ноябрь";"2016";"35062";"3684.1";"12461";"5967.8";
"5024";"925605290";"район Левобережный";"Ноябрь";"2016";"19000";"3668.2";"9670";"5414.6";
"5025";"925605291";"Савёловский район";"Ноябрь";"2016";"21432";"3836";"8101";"7331.7";
"5026";"925605292";"район Сокол";"Ноябрь";"2016";"16783";"4770";"6223";"7025.5";
"5027";"925605293";"Тимирязевский район";"Ноябрь";"2016";"26479";"3685.1";"11850";"5534.1";
"5028";"925605294";"район Ховрино";"Ноябрь";"2016";"30569";"3642.6";"18720";"5335.2";
"5029";"925605295";"Хорошёвский район";"Ноябрь";"2016";"23127";"4712.9";"11533";"7544.2";
"5030";"925605296";"Молжаниновский район";"Ноябрь";"2016";"37";"1508.2";"28";"4563";
"5031";"925605297";"Бабушкинский район";"Ноябрь";"2016";"26846";"3797.1";"6172";"5747.6";
"5032";"925605298";"район Южное Медведково";"Ноябрь";"2016";"25826";"3878.2";"7629";"5783.6";
"5033";"925605299";"район Марьина Роща";"Ноябрь";"2016";"18479";"3805.5";"4960";"5832.6";
"5034";"925605300";"район Свиблово";"Ноябрь";"2016";"19978";"3819.4";"3772";"6571.8";
"5035";"925605301";"Алтуфьевский район";"Ноябрь";"2016";"15359";"4018";"6041";"5776.9";
"5036";"925605302";"район Ростокино";"Ноябрь";"2016";"13548";"3480.7";"4195";"6112.3";
"5037";"925605303";"Лосиноостровский район";"Ноябрь";"2016";"27861";"3678";"3211";"5404.1";
"5038";"925605304";"район Бибирево";"Ноябрь";"2016";"45527";"3905";"7726";"5985.7";
"5039";"925605305";"Бутырский район";"Ноябрь";"2016";"19306";"3999.1";"6470";"6467.2";
"5040";"925605306";"район Марфино";"Ноябрь";"2016";"13039";"2861.9";"6640";"4591";
"5041";"925605307";"Останкинский район";"Ноябрь";"2016";"18220";"3891.5";"5111";"5824";
"5042";"925605308";"район Северный";"Ноябрь";"2016";"9711";"4485.8";"2391";"5878.1";
"5043";"925605309";"район Лианозово";"Ноябрь";"2016";"25974";"3923.6";"4010";"6747.7";
"5044";"925605310";"Ярославский район";"Ноябрь";"2016";"24644";"3472.7";"5824";"5361.3";
"5045";"925605311";"район Северное Медведково";"Ноябрь";"2016";"36549";"3800.8";"37135";"4412.4";
"5046";"925605312";"Алексеевский район";"Ноябрь";"2016";"24545";"3680";"10415";"6111.1";
"5047";"925605313";"район Отрадное";"Ноябрь";"2016";"53779";"3765.5";"13185";"5298.9";
"5048";"925605314";"район Богородское";"Ноябрь";"2016";"38240";"3716.5";"11555";"6440";
"5049";"925605315";"район Вешняки";"Ноябрь";"2016";"37079";"3813.6";"19958";"5559.5";
"5050";"925605316";"район Восточное Измайлово";"Ноябрь";"2016";"43269";"4552.6";"3831";"5695.7";
"5051";"925605317";"район Гольяново";"Ноябрь";"2016";"54377";"3776.1";"10526";"6355.9";
"5052";"925605318";"район Ивановское";"Ноябрь";"2016";"39293";"3863.1";"6349";"6098.3";
"5053";"925605319";"район Измайлово";"Ноябрь";"2016";"34439";"3835";"8288";"6244";
"5054";"925605320";"район Косино-Ухтомский";"Ноябрь";"2016";"25314";"4215.9";"6654";"6551";
"5055";"925605321";"район Метрогородок";"Ноябрь";"2016";"12432";"3708.1";"2298";"4848.3";
"5056";"925605322";"район Новогиреево";"Ноябрь";"2016";"17639";"4832.9";"8108";"6343.9";
"5057";"925605323";"район Новокосино";"Ноябрь";"2016";"28234";"4432.8";"5797";"6501.9";
"5058";"925605324";"район Перово";"Ноябрь";"2016";"45192";"3928.2";"13171";"5235.9";
"5059";"925605325";"район Преображенское";"Ноябрь";"2016";"22808";"3831";"2839";"5162.1";
