<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BNP-TDG;D;06/09/21;00:00;54.9900000;54.9900000;53.7600000;54.3300000;3309
BNP-TDG;D;07/09/21;00:00;54.4900000;54.5400000;54.0000000;54.3300000;3316
BNP-TDG;D;08/09/21;00:00;54.4700000;54.4700000;53.2300000;53.5700000;3943
BNP-TDG;D;09/09/21;00:00;53.5500000;54.8700000;52.8800000;54.0400000;10282
BNP-TDG;D;10/09/21;00:00;54.5500000;54.5500000;52.6500000;52.9000000;19751
