<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AI3A-TDG;D;06/09/21;00:00;51.6200000;52.0600000;51.3800000;51.9200000;366
AI3A-TDG;D;07/09/21;00:00;51.6400000;52.7400000;51.5200000;52.7400000;120
AI3A-TDG;D;08/09/21;00:00;52.3600000;53.6600000;52.3600000;53.0400000;335
AI3A-TDG;D;09/09/21;00:00;52.3000000;53.4400000;52.3000000;53.0800000;1166
AI3A-TDG;D;10/09/21;00:00;53.4000000;53.4000000;51.6400000;51.6400000;117
