<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AHOG-TDG;D;06/09/21;00:00;28.3650000;28.4700000;28.2500000;28.3600000;1613
AHOG-TDG;D;07/09/21;00:00;28.3200000;28.3300000;28.2050000;28.2350000;1766
AHOG-TDG;D;08/09/21;00:00;28.0900000;28.7000000;27.9350000;28.6400000;3774
AHOG-TDG;D;09/09/21;00:00;28.4750000;28.5100000;28.1850000;28.1850000;7298
AHOG-TDG;D;10/09/21;00:00;28.2000000;28.2000000;27.8550000;27.9000000;1434
