<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IXD1-TDG;D;06/09/21;00:00;29.7300000;29.7900000;29.7300000;29.7900000;35
IXD1-TDG;D;07/09/21;00:00;29.6700000;29.6700000;29.6700000;29.6700000;2
IXD1-TDG;D;08/09/21;00:00;29.6000000;30.0500000;29.5000000;29.8900000;186
IXD1-TDG;D;09/09/21;00:00;29.4600000;29.4600000;29.1400000;29.3900000;2362
IXD1-TDG;D;10/09/21;00:00;29.6200000;29.6800000;29.3000000;29.3000000;3267
