<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ENL-TDG;D;06/09/21;00:00;7.7150000;7.7720000;7.7150000;7.7150000;52610
ENL-TDG;D;07/09/21;00:00;7.7500000;7.7500000;7.5390000;7.5890000;87278
ENL-TDG;D;08/09/21;00:00;7.6320000;7.6320000;7.4030000;7.5260000;81084
ENL-TDG;D;09/09/21;00:00;7.5000000;7.6320000;7.4250000;7.4650000;26064
ENL-TDG;D;10/09/21;00:00;7.5230000;7.5360000;7.2820000;7.3090000;43289
