<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IBE1-TDG;D;06/09/21;00:00;10.5700000;10.6200000;10.4100000;10.4300000;17316
IBE1-TDG;D;07/09/21;00:00;10.3700000;10.5250000;10.3000000;10.4550000;24489
IBE1-TDG;D;08/09/21;00:00;10.2700000;10.4100000;10.1700000;10.3800000;14937
IBE1-TDG;D;09/09/21;00:00;10.2400000;10.3950000;10.2100000;10.3950000;100738
IBE1-TDG;D;10/09/21;00:00;10.3250000;10.3250000;10.0350000;10.1100000;34851
